MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2022-01,2020-11,Chicago,IL,60640,0,false
2022-01,2022-01,Elgin,IL,60120,0,true
2022-01,2021-10,Palos Hills,IL,60465,42,false
2022-01,2017-06,Lyons,IL,60534,0,false
2022-01,2021-12,Chicago,IL,60623,6,false
2022-01,2016-10,Chicago,IL,60640,145,false
2022-01,2021-12,Chicago,IL,60628,83,false
2022-01,2022-01,Worth,IL,60482,0,false
2022-01,2016-06,Chicago,IL,60620,0,true
2022-01,2020-07,Chicago,IL,60617,104,false
2022-01,2022-01,Lockport,IL,60441,18,false
2022-01,2022-01,Hobart,IN,46342,8,false
2022-01,2021-10,Schaumburg,IL,60193,26,false
2022-01,2018-10,Waukegan,IL,60085,0,true
2022-01,2018-10,Waukegan,IL,60085,0,true
2022-01,2021-05,Chicago,IL,60645,104,true
2022-01,2018-01,Park City,IL,60085,92,true
2022-01,2016-06,Chicago,IL,60651,272,false
2022-01,2020-01,Berwyn,IL,60402,57,true
2022-01,2021-05,Schiller Park,IL,60176,149,true
2022-01,2021-11,Lake Villa,IL,60046,0,false
2022-01,2021-11,Lake Villa,IL,60046,0,false
2022-01,2021-11,Lake Villa,IL,60046,0,false
2022-01,2021-11,Lake Villa,IL,60046,0,false
2022-01,2021-11,Lake Villa,IL,60046,0,false
2022-01,2021-07,Chicago,IL,60659,364,false
2022-01,2021-08,Chicago,IL,60614,282,true
2022-01,2021-05,Glendale Heights,IL,60139,348,false
2022-01,2021-05,Chicago,IL,60608,125,false
2022-01,2019-03,Chicago,IL,60652,314,false
2022-01,2021-07,Chicago,IL,60639,3,false
2022-01,2021-03,Chicago,IL,60636,129,false
2022-01,2016-09,Chicago,IL,60647,14,true
2022-01,2021-11,Fox River Grove,IL,60021,0,false
2022-01,2018-11,,TX,,182,false
2022-01,2020-07,Hoffman Est,IL,60010,42,true
2022-01,2018-06,Union,IL,60180,14,false
2022-01,2015-08,Homewood,IL,60430,225,false
2022-01,2021-02,Chicago,IL,60651,40,false
2022-01,2019-04,Chicago,IL,60637,5,true
2022-01,2021-07,Glen Ellyn,IL,60137,108,false
2022-01,2021-11,Chicago,IL,60624,96,false
2022-01,2018-06,Chicago,IL,60660,56,true
2022-01,2017-09,Chicago,IL,60641,370,true
2022-01,2018-06,Homer Glen,IL,60491,28,true
2022-01,2021-08,,CA,,0,false
2022-01,2021-08,,CA,,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2021-06,Chicago,IL,60618,0,false
2022-01,2017-09,Plainfield,IL,60585,83,true
2022-01,2021-07,Chicago,IL,60641,231,false
2022-01,2018-08,Chicago,IL,60651,66,true
2022-01,2020-10,Hampshire,IL,60140,19,false
2022-01,2016-02,Orland Hills,IL,60487,99,true
2022-01,2018-03,Chicago,IL,60606,141,true
2022-01,2019-07,Chicago,IL,60643,25,false
2022-01,2021-02,Dolton,IL,60419,131,false
2022-01,2021-02,Chicago,IL,60606,466,false
2022-01,2014-11,Oak Lawn,IL,60453,198,true
2022-01,2022-01,Chicago,IL,60601,53,false
2022-01,2020-12,Chicago,IL,60608,51,false
2022-01,2020-12,Chicago,IL,60608,51,false
2022-01,2016-01,Gary,IN,46403,8,false
2022-01,2021-05,Aurora,IL,60506,138,false
2022-01,2021-10,Chicago,IL,60640,88,false
2022-01,2021-10,Chicago,IL,60615,52,false
2022-01,2020-09,Chicago,IL,60649,394,true
2022-01,2022-01,Blueisland,IL,60406,0,false
2022-01,2017-09,Des Plaines,IL,60016,0,false
2022-01,2021-12,Lake Zurich,IL,60047,43,false
2022-01,2018-03,Chicago,IL,60615,0,false
2022-01,2020-01,Richton Park,IL,60471,26,false
2022-01,2014-12,Chicago,IL,60649,149,true
2022-01,2019-09,Burbank,IL,60459,318,true
2022-01,2021-11,Jacksonville,FL,32216,156,false
2022-01,2021-02,Glen Ellyn,IL,60137,13,false
2022-01,2021-06,Evanston,IL,60201,13,false
2022-01,2022-01,Roselle,IL,60172,0,false
2022-01,2021-04,Prospect Heights,IL,60070,18,false
2022-01,2020-10,Herrillville,IN,46448,0,false
2022-01,2021-01,Country Club Hills,IL,60478,70,false
2022-01,2018-04,Chicago,IL,60618,98,false
2022-01,2021-08,Skokie,IL,60076,2,false
2022-01,2021-08,Chicago,IL,60639,55,false
2022-01,2021-04,Aurora,IL,60505,0,false
2022-01,2021-04,Aurora,IL,60505,0,false
2022-01,2019-02,Wauconda,IL,60084,78,false
2022-01,2016-06,Highland,IN,46322,16,true
2022-01,2021-04,Schaumburg,IL,60173,103,false
2022-01,2021-03,Chicago,IL,60606,31,false
2022-01,2016-11,Lincolnwood,IL,60712,18,true
2022-01,2022-01,Chicago,IL,60651,102,false
2022-01,2021-07,Park Ridge,IL,60068,0,false
2022-01,2021-07,Park Ridge,IL,60068,0,false
2022-01,2019-08,Chicago,IL,60615,9,false
2022-01,2017-11,Berwyn,IL,60402,48,true
2022-01,2021-06,Chicago,IL,60626,222,false
2022-01,2021-04,Joliet,IL,60433,0,false
2022-01,2021-04,Joliet,IL,60433,0,false
2022-01,2018-10,Chicago,IL,60634,128,true
2022-01,2018-06,Villa Park,IL,60181,162,true
2022-01,2021-11,,WA,,6,false
2022-01,2020-12,Oak Lawn,IL,60453,94,false
2022-01,2021-12,Melrose Park,IL,60160,0,false
2022-01,2021-12,Melrose Park,IL,60160,0,false
2022-01,2021-12,Melrose Park,IL,60160,0,false
2022-01,2021-12,Melrose Park,IL,60160,0,false
2022-01,2021-12,Melrose Park,IL,60160,0,false
2022-01,2021-12,Melrose Park,IL,60160,0,false
2022-01,2020-07,Chicago,IL,60641,336,true
2022-01,2021-04,Schaumburg,IL,60193,42,false
2022-01,2015-11,Chicago,IL,60630,175,false
2022-01,2021-05,Streamwood,IL,60107,27,true
2022-01,2021-02,Buffalo Grove,IL,60089,108,false
2022-01,2021-10,Lansing,IL,60438,14,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2021-08,Chicago,IL,60628,0,false
2022-01,2016-10,Chicago,IL,60660,228,false
2022-01,2016-10,Chicago,IL,60626,0,true
2022-01,2021-04,Chicago Hts,IL,60411,1,false
2022-01,2015-08,Chicago,IL,60616,46,true
2022-01,2021-10,Rosell,IL,60172,19,false
2022-01,2021-10,Chicago,IL,60620,37,false
2022-01,2021-02,Country Club Hills,IL,60478,0,false
2022-01,2020-09,Chicago,IL,60620,254,true
2022-01,2021-04,Northbrook,IL,60062,346,false
2022-01,2020-01,Chicago,IL,60609,0,false
2022-01,2019-09,Chicago Hts,IL,60411,33,false
2022-01,2021-11,Rosemont,IL,60018,0,false
2022-01,2020-12,Westchester,IL,60154,0,false
2022-01,2018-09,Chicago,IL,60626,14,true
2022-01,2021-12,Round Lake Park,IL,60073,0,false
2022-01,2021-05,Chicago,IL,60601,0,true
2022-01,2019-05,Hoffman Estates,IL,60169,41,true
2022-01,2020-12,Chicago,IL,60618,5,false
2022-01,2021-10,Huntley,IL,60142,356,false
2022-01,2021-08,Wadsworth,IL,60083,93,false
2022-01,2021-11,Des  Plaines,IL,60016,0,false
2022-01,2019-04,Nagle Ave,IL,60634,8,true
2022-01,2021-06,Lombardo,IL,60148,0,true
2022-01,2021-09,Chicago,IL,60619,151,false
2022-01,2022-01,Grand Forks,ND,58201,88,false
2022-01,2021-01,Chicago,IL,60656,209,true
2022-01,2021-04,Hainesville,IL,60030,0,false
2022-01,2021-03,Chicago,IL,60656,93,false
2022-01,2021-07,Joliet,IL,60433,328,false
2022-01,2021-08,Bloomingdale,IL,60108,120,true
2022-01,2021-09,Chicago,IL,60632,105,false
2022-01,2021-10,Chicago,IL,60620,217,false
2022-01,2017-07,Bolingbrook,IL,60440,20,true
2022-01,2021-09,Arlington Heights,IL,60005,0,false
2022-01,2021-09,Arlington Heights,IL,60005,0,false
2022-01,2021-09,Arlington Heights,IL,60005,0,false
2022-01,2020-01,Chicago,IL,60630,271,true
2022-01,2017-11,Chicago,IL,60634,1,false
2022-01,2021-04,Chicago,IL,60618,11,false
2022-01,2020-06,Chicago,IL,60641,108,false
2022-01,2021-01,Chicago,IL,60631,137,true
2022-01,2021-08,,NY,,240,false
2022-01,2021-04,Chicago,IL,60625,21,false
2022-01,2021-01,Chicago,IL,60653,239,true
2022-01,2021-12,Park Ridge,IL,60068,290,false
2022-01,2021-10,Valparaiso,IN,46383,0,false
2022-01,2020-08,Chicago,IL,60616,537,true
2022-01,2021-12,Chicago,IL,60639,110,false
2022-01,2021-03,Cicero,IL,60804,127,false
2022-01,2019-04,Skoie,IL,60077,31,false
2022-01,2020-09,Milwaukee,WI,53209,9,false
2022-01,2021-04,Chicago,IL,60645,240,false
2022-01,2018-04,Chicago,IL,60625,44,false
2022-01,2021-07,,IL,,1,false
2022-01,2021-07,,IL,,1,false
2022-01,2021-07,,IL,,1,false
2022-01,2021-07,,IL,,1,false
2022-01,2021-07,,IL,,1,false
2022-01,2021-10,Palatine,IL,60074,62,false
2022-01,2020-12,Riverdale,IL,60827,172,false
2022-01,2021-11,Hanover Park,IL,60133,128,false
2022-01,2021-12,Chicago,IL,60614,58,false
2022-01,2021-11,Elk Grove Villiage,IL,60007,0,false
2022-01,2019-05,Markham,IL,60428,1,false
2022-01,2021-07,Bolingbrook,IL,60440,0,false
2022-01,2021-07,Bolingbrook,IL,60440,0,false
2022-01,2021-07,Bolingbrook,IL,60440,0,false
2022-01,2021-07,Bolingbrook,IL,60440,0,false
2022-01,2021-07,Bolingbrook,IL,60440,0,false
2022-01,2021-07,Bolingbrook,IL,60440,0,false
2022-01,2021-09,Chicago,IL,60626,181,false
2022-01,2019-09,Chicago,IL,60651,164,false
2022-01,2022-01,Aurora,AZ,60502,36,false
2022-01,2021-12,Bartlett,IL,60103,157,true
2022-01,2019-05,Ocala,FL,34470,86,false
2022-01,2021-04,Chicago,IL,60641,29,false
2022-01,2021-06,Chicago,IL,60625,113,true
2022-01,2021-08,Chicago,IL,60606,9,false
2022-01,2021-07,Chicago,IL,60616,134,false
2022-01,2021-12,Chicago,WI,53037,0,false
2022-01,2019-04,Niles,IL,60714,42,true
2022-01,2020-06,Lake In The Hills,IL,60156,2,false
2022-01,2019-09,,MD,,281,false
2022-01,2021-12,Justice,IL,60458,41,false
2022-01,2019-09,Melrose Park,IL,60164,0,false
2022-01,2021-11,Apple River,IL,61001,0,false
2022-01,2021-04,Berwyn,IL,60402,177,false
2022-01,2014-06,Rosemont,IL,60018,134,false
2022-01,2021-01,Calumet City,IL,60409,184,true
2022-01,2021-04,Chicago,IL,60613,176,true
2022-01,2021-04,Chicago,IL,60660,32,false
2022-01,2018-01,Chicago,IL,60652,0,true
2022-01,2022-01,Chicago,IL,60660,169,false
2022-01,2020-09,Bolingbrook,IL,60490,0,false
2022-01,2019-05,Chicago,IL,60630,131,true
2022-01,2021-12,Northbrook,IL,60062,13,false
2022-01,2018-09,Justice,IL,60458,0,false
2022-01,2018-04,Chicago,IL,60649,75,true
2022-01,2015-03,Chicago,IL,60659,127,true
2022-01,2021-12,Chicago,IL,60647,170,false
2022-01,2018-08,,MO,,4,true
2022-01,2021-11,Roselle,IL,60172,141,false
2022-01,2016-05,,CA,,81,false
2022-01,2014-08,Chicago,IL,60626,0,false
2022-01,2021-06,Chicago,IL,60647,282,false
2022-01,2019-11,Irving,TX,75061,19,true
2022-01,2022-01,Chicago,IL,60616,0,true
2022-01,2021-07,St. Charles,IL,60174,46,false
2022-01,2018-05,Lyos,IL,60534,219,false
2022-01,2018-12,Chicago,IL,60649,12,true
2022-01,2021-09,,TN,,0,false
2022-01,2019-06,Des Plaines,IL,60016,6,false
2022-01,2021-11,Des Plaines,IL,60016,0,true
2022-01,2020-01,Chicago,IL,60614,0,false
2022-01,2019-08,Chicago,IL,60632,324,true
2022-01,2021-12,Nashville,TN,37207,0,false
2022-01,2021-03,Country Club Hills,IL,60478,33,false
2022-01,2019-08,Carol Stream,IL,60188,149,true
2022-01,2021-08,Round Lake,IL,60073,5,false
2022-01,2021-06,Chicago,IL,60606,149,false
2022-01,2021-07,Chicago,IL,60647,49,false
2022-01,2018-07,,IN,,10,false
2022-01,2019-04,Chicago,IL,60620,332,false
2022-01,2019-01,Aurora,IL,60506,2,false
2022-01,2021-06,Chicago,IL,60637,172,false
2022-01,2021-11,Chicago,IL,60620,5,false
2022-01,2021-02,Round Lake,IL,60073,121,false
2022-01,2020-09,Schaumburg,IL,60194,0,false
2022-01,2021-11,Chicago,IL,60612,185,false
2022-01,2016-10,Western Springs,IL,60558,189,true
2022-01,2022-01,Kalamazoo,MI,49009,0,false
2022-01,2021-10,Chicago,IL,60653,242,false
2022-01,2019-08,Elk Grove Village,IL,60007,118,false
2022-01,2018-12,Skokie,IL,60076,46,true
2022-01,2020-01,Streamwood,IL,60107,58,false
2022-01,2017-02,Chicago,IL,60647,182,true
2022-01,2021-09,Forest Park,IL,60130,143,false
2022-01,2019-10,Baltimore,MD,21216,0,false
2022-01,2021-11,,TN,,107,false
2022-01,2021-08,Chicago,IL,60642,209,false
2022-01,2021-11,Island Lake,IL,60042,0,false
2022-01,2021-04,Chicago,IL,60656,18,false
2022-01,2022-01,,IL,,60,false
2022-01,2021-08,Chicago,IL,60660,313,false
2022-01,2022-01,Chicago,IL,60659,29,false
2022-01,2020-10,Chicago Heights,IL,60411,0,false
2022-01,2015-09,Palatine,IL,60067,11,true
2022-01,2019-06,Des Plaines,IL,60018,305,true
2022-01,2016-11,Hazel Crest,IL,60429,115,false
2022-01,2021-06,Chicago,IL,60607,1,false
2022-01,2021-11,Elk Grove Village,IL,60007,246,false
2022-01,2015-04,Chicago,IL,60624,182,true
2022-01,2021-10,Shorewood,IL,60404,9,false
2022-01,2021-11,,IL,,238,false
2022-01,2021-12,Chicago,IL,60644,112,false
2022-01,2014-09,Elmwood Park,IL,60707,36,false
2022-01,2020-10,Chicago,IL,60649,167,false
2022-01,2021-05,Chicago,IL,60619,3,false
2022-01,2022-01,Chicago,IL,60659,260,false
2022-01,2021-09,Chicago,IL,60608,192,false
2022-01,2016-04,Chicago,IL,60621,38,false
2022-01,2021-09,Orland Park,IL,60462,26,false
2022-01,2021-03,Chicago,IL,60639,6,false
2022-01,2015-07,Glenview,IL,60025,365,true
2022-01,2020-09,Chicago,IL,60617,296,false
2022-01,2021-12,Chicago,IL,60656,168,false
2022-01,2021-12,Chicago,IL,60606,70,false
2022-01,2020-01,Joliet,IL,60435,113,false
2022-01,2020-02,Rockford,IL,61104,229,true
2022-01,2020-12,Chicago,IL,60640,135,false
2022-01,2021-11,Chicago,IL,60633,119,false
2022-01,2019-05,Sulphur Bluff,TX,75481,14,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2021-09,Elk Grove Village,IL,60007,0,false
2022-01,2018-07,Chicago,IL,60660,326,true
2022-01,2020-05,Chicago,IL,60632,63,true
2022-01,2019-10,Chicago,IL,60629,0,false
2022-01,2021-11,Glenview,IL,60025,79,false
2022-01,2016-08,Chicago,IL,60615,192,false
2022-01,2018-08,Aurora,IL,60505,26,false
2022-01,2021-01,Chicago,IL,60660,603,true
2022-01,2021-08,Arlington Heights,IL,60005,18,false
2022-01,2021-12,Chicago,IL,60612,39,false
2022-01,2021-03,Darien,IL,60561,11,false
2022-01,2016-04,Chicago,IL,60625,414,true
2022-01,2021-02,Chicago,IL,60623,194,false
2022-01,2018-04,Waukegan,IL,60085,38,false
2022-01,2021-08,Bedford Park,IL,60501,0,false
2022-01,2021-11,Chicago,IL,60630,69,false
2022-01,2021-05,Chicago,IL,60660,395,false
2022-01,2021-02,Glenwood,IL,60425,0,false
2022-01,2021-02,Glenwood,IL,60425,0,false
2022-01,2016-10,Chicago,IL,60609,185,false
2022-01,2021-12,Chicago,IL,60647,0,true
2022-01,2021-12,Chicago,IL,60647,0,true
2022-01,2017-07,Chicago,IL,60660,667,true
2022-01,2018-08,Bolingbrook,IL,60440,141,true
2022-01,2015-01,Chicago,IL,60639,272,false
2022-01,2021-09,Chicago,IL,60632,65,false
2022-01,2019-03,Chicago,IL,60620,14,false
2022-01,2020-11,Chicago,IL,60616,189,false
2022-01,2021-06,Chicago,IL,60649,335,false
2022-01,2021-06,Chicago,IL,60649,335,false
2022-01,2022-01,Chicago,IL,60651,15,false
2022-01,2021-10,Evanston,IL,60202,52,false
2022-01,2021-09,Saint Charles,IL,60174,0,false
2022-01,2021-09,Saint Charles,IL,60174,0,false
2022-01,2017-11,Chicago,IL,60625,667,false
2022-01,2021-10,Matteson,IL,60443,237,false
2022-01,2020-07,Cicero,IL,60804,7,true
2022-01,2017-07,Berkeley,IL,60163,0,false
2022-01,2021-11,Carol Stream,IL,60188,89,true
2022-01,2021-11,Chicago,IL,60616,562,false
2022-01,2021-03,Hammond,IN,46324,162,false
2022-01,2021-05,Chicago,IL,60655,124,false
2022-01,2021-09,Chicago,IL,60625,75,false
2022-01,2017-01,Chicago,IL,60645,0,true
2022-01,2021-11,Iowa City,IA,52240,0,false
2022-01,2021-11,Iowa City,IA,52240,0,false
2022-01,2021-11,Iowa City,IA,52240,0,false
2022-01,2018-08,Chicago,IL,60645,42,true
2022-01,2021-03,Palos Hills,IL,60465,0,false
2022-01,2021-03,Chicago,IL,60659,2,false
2022-01,2021-12,Aurora,IL,60505,263,false
2022-01,2021-05,Chicago,IL,60626,20,false
2022-01,2017-05,,IN,,0,false
2022-01,2022-01,Romeoville,IL,60446,3,false
2022-01,2017-09,Justice,IL,60458,260,true
2022-01,2021-10,Chicago,IL,60645,341,false
2022-01,2019-04,Chicago,IL,60618,147,false
2022-01,2022-01,Moro,IL,62067,0,false
2022-01,2016-08,Hammond,IN,46324,28,true
2022-01,2021-12,Chicago,IL,60624,85,false
2022-01,2016-12,Rantoul,IL,61866,242,true
2022-01,2018-06,Chicago,IL,60625,30,true
2022-01,2019-01,Bridgeview,IL,60455,14,false
2022-01,2021-11,Cicero,IL,60804,369,false
2022-01,2021-08,Carpentersville,IL,60110,89,false
2022-01,2018-03,Chicago,IL,60623,158,false
2022-01,2018-01,Gary,IN,46403,3,true
2022-01,2021-10,Chicago,IL,60617,98,true
2022-01,2021-06,Chicago,IL,60645,666,false
2022-01,2018-01,Chicago,IL,60626,58,false
2022-01,2020-01,Aurora,IL,60505,0,false
2022-01,2020-01,Aurora,IL,60505,0,false
2022-01,2016-05,Hoffman Estates,IL,60192,53,true
2022-01,2021-11,Lockport,IL,7212,0,false
2022-01,2018-07,Park City,IL,60085,0,true
2022-01,2021-10,Matteson,IL,60443,97,false
2022-01,2018-06,Aurora,IL,60506,0,false
2022-01,2018-07,Mt Prospect,IL,60056,42,true
2022-01,2021-04,Hollywood,FL,33020,0,false
2022-01,2019-03,Dolton,IL,60419,4,true
2022-01,2021-08,Carol Stream,IL,60188,8,false
2022-01,2019-09,Franklin Park,IL,60131,26,false
2022-01,2021-09,Machesney Park,IL,61115,0,false
2022-01,2016-10,Chicago,IL,60641,0,false
2022-01,2020-09,Chicago,IL,60630,720,true
2022-01,2021-06,Matteson,IL,60443,205,false
2022-01,2019-07,,WI,,1,false
2022-01,2019-07,,WI,,1,false
2022-01,2019-07,,WI,,1,false
2022-01,2021-09,Seattle,WA,98133,0,false
2022-01,2017-08,Yorkville,IL,60560,132,true
2022-01,2017-04,Burbank,IL,60459,294,true
2022-01,2016-02,Chicago,IL,60660,322,false
2022-01,2018-06,Chicago,IL,60606,65,false
2022-01,2021-07,Cicero,IL,60804,169,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2021-10,,IN,,0,false
2022-01,2020-10,Chicago,IL,60626,376,true
2022-01,2021-12,Chicago,IL,60630,158,false
2022-01,2021-12,Goodyear,AZ,85338,0,false
2022-01,2018-10,Berwyn,IL,60402,38,false
2022-01,2021-11,Mount Prospect,IL,60056,1,false
2022-01,2021-11,Mount Prospect,IL,60056,1,false
2022-01,2015-12,Skokie,IL,60077,158,true
2022-01,2021-06,Chicago,IL,60660,503,true
2022-01,2021-12,Montgomery,IL,60538,8,false
2022-01,2020-08,Chicago,IL,60620,117,false
2022-01,2021-10,Chicago,IL,60680,0,false
2022-01,2021-03,Naperville,IL,60563,59,false
2022-01,2021-10,Arlington Hts,IL,60004,0,false
2022-01,2021-11,Chicago,IL,60626,25,false
2022-01,2021-12,Markham,IL,60428,542,false
2022-01,2015-10,Chicago,IL,60620,74,true
2022-01,2021-12,Wood Dale,IL,60191,158,false
2022-01,2021-02,Hobart,IN,46342,86,false
2022-01,2018-11,Frankfort,IL,60423,47,true
2022-01,2018-03,Chicago,IL,60612,277,true
2022-01,2018-05,Peoria,IL,61614,5,false
2022-01,2021-06,Morton Grove,IL,60053,203,true
2022-01,2021-12,Algonquin,IL,60102,6,false
2022-01,2021-11,Chicago,IL,60649,28,false
2022-01,2021-05,Chicago,IL,60620,119,false
2022-01,2018-12,Chicago,IL,60639,96,true
2022-01,2017-08,Chicago,IL,60649,268,false
2022-01,2021-11,Chicago,IL,60606,9,false
2022-01,2021-11,Chicago,IL,60606,9,false
2022-01,2021-10,Channahon,IL,60410,0,false
2022-01,2021-08,,IL,,180,false
2022-01,2021-08,,IL,,180,false
2022-01,2017-06,Chicago,IL,60641,281,true
2022-01,2021-09,Chicago,IL,60620,6,false
2022-01,2022-01,Chicago,IL,60632,41,false
2022-01,2021-11,Dubuque,IA,52001,0,false
2022-01,2016-04,Chicago,IL,60640,196,true
2022-01,2016-09,Maywood,IL,60153,296,true
2022-01,2018-08,Palatine,IL,60067,0,false
2022-01,2020-12,Carpentersville,IL,60110,1,false
2022-01,2021-07,Chicago,IL,60624,299,false
2022-01,2021-03,Arlington Hts,IL,60004,0,false
2022-01,2021-03,Arlington Hts,IL,60004,0,false
2022-01,2018-07,Chicago,IL,60659,7,true
2022-01,2021-02,Harvey,IL,60426,86,false
2022-01,2021-04,Indian Head Park,IL,60525,0,false
2022-01,2016-10,Chicago,IL,60660,159,true
2022-01,2016-09,Chicago,IL,60639,0,false
2022-01,2020-03,Chicago,IL,60625,3,false
2022-01,2020-12,Chicago,IL,60628,42,false
2022-01,2021-10,Rolling Medows,IL,60008,134,true
2022-01,2021-10,Philadelphia,PA,19154,66,false
2022-01,2018-08,Elk Grove Village,IL,60007,15,true
2022-01,2021-12,Chicago,IL,60651,166,false
2022-01,2019-09,Skokie,IL,60076,13,true
2022-01,2021-09,Palatine,IL,60074,38,true
2022-01,2021-02,Chicago,IL,60625,363,false
2022-01,2016-12,Naperville,IL,60564,1,true
2022-01,2018-10,Palatine,IL,60074,96,true
2022-01,2021-07,Chicago,IL,60663,57,false
2022-01,2018-04,Zion,IL,60099,6,false
2022-01,2021-01,Chicago,IL,60632,0,false
2022-01,2021-01,Chicago,IL,60632,0,false
2022-01,2017-03,Westmont,IL,60559,142,false
2022-01,2018-07,Joliet,IL,60435,4,true
2022-01,2021-02,Decatur,IL,62526,0,false
2022-01,2020-11,Chicago,IL,60620,158,false
2022-01,2021-07,Elgin,IL,60120,6,false
2022-01,2020-08,Chicago,IL,60617,112,true
2022-01,2021-05,Calumet City,IL,60409,29,false
2022-01,2021-12,Yorkville,IL,60112,3,false
2022-01,2021-05,Chicago,IL,60620,63,true
2022-01,2021-06,Chicago,IL,60638,117,false
2022-01,2021-11,Schiller,IL,60176,107,false
2022-01,2021-08,Evanston,IL,60201,61,false
2022-01,2017-11,Chicago,IL,60639,39,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2021-12,Lombard,IL,60148,0,false
2022-01,2016-02,,GA,,69,false
2022-01,2020-02,Chicago,IL,60629,129,true
2022-01,2019-10,Wood Dale,IL,60191,489,true
2022-01,2014-05,Chicago,IL,60609,0,false
2022-01,2021-10,Chicago,IL,60618,200,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2021-12,Bloomingdale,IL,60108,0,false
2022-01,2017-05,Melrose Park,IL,60164,119,true
2022-01,2019-02,Skokie,IL,60077,0,false
2022-01,2021-06,Palatine,IL,60074,0,false
2022-01,2021-06,Palatine,IL,60074,0,false
2022-01,2021-06,Palatine,IL,60074,0,false
